date_visit,prefecture,n_stay,n_people,n_room,amount_fee,n_reserve
2024-06-26,香川県,4,15,7,424220,4
2024-06-26,愛媛県,1,59,14,973500,1
2024-06-26,熊本県,1,26,13,685900,1
2024-06-26,不明,12,33,17,1180250,12
2024-06-27,福島県,1,2,1,31680,1
2024-06-27,茨城県,1,2,0,48620,1
2024-06-27,埼玉県,2,7,2,113300,2
2024-06-27,千葉県,1,2,0,42900,1
2024-06-27,東京都,8,15,5,551890,6
2024-06-27,富山県,1,4,1,110600,1
2024-06-27,石川県,8,17,6,587170,8
2024-06-27,福井県,4,10,4,369850,4
2024-06-27,山梨県,1,3,1,69300,1
2024-06-27,長野県,1,2,0,42900,1
2024-06-27,岐阜県,5,34,8,598100,5
2024-06-27,静岡県,5,11,6,238690,5
2024-06-27,愛知県,15,32,14,709041,15
2024-06-27,三重県,2,5,2,115500,2
2024-06-27,滋賀県,2,6,2,102750,2
2024-06-27,京都府,5,58,17,1033500,5
2024-06-27,大阪府,12,27,6,715930,11
2024-06-27,兵庫県,8,102,6,996790,7
2024-06-27,奈良県,5,11,5,293220,5
2024-06-27,和歌山県,3,5,3,209450,3
2024-06-27,鳥取県,1,1,1,12650,1
2024-06-27,岡山県,2,4,1,79750,2
2024-06-27,広島県,1,2,0,42900,1
2024-06-27,徳島県,1,3,1,79200,1
2024-06-27,香川県,2,2,2,63800,2
2024-06-27,愛媛県,1,2,1,50600,1
2024-06-27,福岡県,2,3,1,81400,2
2024-06-27,鹿児島県,1,1,1,0,1
2024-06-27,不明,120,381,76,7524241,104
2024-06-28,福島県,1,2,0,59400,1
2024-06-28,茨城県,1,3,1,91050,1
2024-06-28,栃木県,2,5,1,133400,2
2024-06-28,千葉県,5,10,3,258690,5
2024-06-28,東京都,8,75,29,2601780,8
2024-06-28,神奈川県,6,112,20,600150,6
2024-06-28,富山県,5,8,1,165600,5
2024-06-28,石川県,2,6,1,144675,2
2024-06-28,福井県,9,45,12,1027350,9
2024-06-28,山梨県,1,1,1,23250,1
2024-06-28,岐阜県,3,8,3,191700,3
2024-06-28,静岡県,5,12,5,346900,5
2024-06-28,愛知県,6,40,10,975810,6
2024-06-28,三重県,3,6,2,110000,2
2024-06-28,滋賀県,3,7,1,181080,3
2024-06-28,京都府,1,4,1,46530,1
2024-06-28,大阪府,11,238,43,5416410,11
2024-06-28,兵庫県,6,93,5,995910,6
2024-06-28,奈良県,11,31,12,952420,11
2024-06-28,和歌山県,4,12,4,354700,4
2024-06-28,島根県,1,2,1,45540,1
2024-06-28,岡山県,1,2,1,55440,1
2024-06-28,広島県,1,2,1,59400,1
2024-06-28,香川県,3,130,28,1895280,3
2024-06-28,愛媛県,2,4,2,110000,2
2024-06-28,大分県,1,2,1,59400,1
2024-06-28,宮崎県,1,2,1,22770,1
2024-06-28,鹿児島県,1,43,11,1139450,1
2024-06-28,不明,88,366,118,6478985,83
2024-06-29,茨城県,1,2,1,79500,1
2024-06-29,埼玉県,7,11,3,310830,7
2024-06-29,千葉県,2,6,1,147400,2
2024-06-29,東京都,10,25,5,839670,10
2024-06-29,神奈川県,1,3,1,95175,1
2024-06-29,新潟県,1,5,1,182950,1
2024-06-29,富山県,15,34,7,992097,15
2024-06-29,石川県,10,46,12,1423500,10
2024-06-29,福井県,23,123,17,3510790,23
2024-06-29,山梨県,3,8,3,226600,3
2024-06-29,岐阜県,3,8,3,212580,3
2024-06-29,静岡県,9,30,8,1070650,9
2024-06-29,愛知県,20,53,14,1440439,20
2024-06-29,三重県,8,24,8,797110,8
2024-06-29,滋賀県,11,24,7,791960,11
2024-06-29,京都府,8,45,8,1224670,8
2024-06-29,大阪府,16,55,16,1761650,16
2024-06-29,兵庫県,8,31,6,1062650,8
2024-06-29,奈良県,10,31,9,1090560,10
2024-06-29,和歌山県,3,8,3,258350,3
2024-06-29,鳥取県,2,5,2,158070,2
2024-06-29,島根県,1,12,3,348000,1
2024-06-29,岡山県,4,14,4,352000,4
2024-06-29,徳島県,1,25,5,475000,1
2024-06-29,香川県,8,37,11,898600,8
2024-06-29,愛媛県,1,3,1,89100,1
2024-06-29,高知県,2,33,9,902970,2
2024-06-29,福岡県,1,5,1,143000,1
2024-06-29,熊本県,1,2,1,83900,1
2024-06-29,大分県,0,0,0,0,0
2024-06-29,宮崎県,1,3,1,174900,1
2024-06-29,不明,95,481,127,10173345,95
2024-06-30,茨城県,4,7,4,196700,4
2024-06-30,群馬県,4,8,3,218700,4
2024-06-30,埼玉県,4,11,4,343150,4
2024-06-30,千葉県,3,6,3,151198,3
2024-06-30,東京都,15,35,8,1066210,15
2024-06-30,神奈川県,3,9,3,281850,3
2024-06-30,富山県,1,2,0,42900,1
2024-06-30,石川県,4,10,1,256510,4
2024-06-30,福井県,10,35,5,1009000,10
2024-06-30,山梨県,0,2,0,28600,0
2024-06-30,長野県,1,2,1,48400,1
2024-06-30,岐阜県,5,9,2,252600,4
2024-06-30,静岡県,4,13,4,357100,4
2024-06-30,愛知県,15,37,12,906810,15
2024-06-30,滋賀県,2,19,6,315450,2
2024-06-30,京都府,5,12,3,342400,5
2024-06-30,大阪府,6,20,3,564615,6
2024-06-30,兵庫県,5,17,3,454850,5
2024-06-30,奈良県,2,4,1,91700,2
2024-06-30,和歌山県,3,20,5,464080,3
2024-06-30,島根県,1,2,1,55440,1
2024-06-30,岡山県,2,2,1,68610,1
2024-06-30,山口県,1,3,1,79200,1
2024-06-30,徳島県,1,2,1,46200,1
2024-06-30,香川県,4,113,20,1691790,4
2024-06-30,高知県,1,2,1,49500,1
2024-06-30,熊本県,1,3,1,72600,1
2024-06-30,大分県,1,2,1,51480,1
2024-06-30,不明,80,280,93,4391770,73
2024-07-01,宮城県,1,1,0,9900,1
2024-07-01,埼玉県,2,3,1,62010,2
2024-07-01,千葉県,3,4,1,112500,2
2024-07-01,東京都,3,24,2,1622500,3
2024-07-01,神奈川県,1,3,1,73050,1
2024-07-01,新潟県,1,2,1,35500,1
2024-07-01,富山県,1,2,1,50900,1
2024-07-01,石川県,3,8,2,185550,3
2024-07-01,福井県,5,14,5,346690,5
2024-07-01,山梨県,0,2,0,28600,0
2024-07-01,岐阜県,2,10,3,324800,2
2024-07-01,静岡県,2,4,2,124020,2
2024-07-01,愛知県,13,27,7,617450,13
2024-07-01,三重県,2,4,2,104184,2
2024-07-01,滋賀県,2,4,1,110700,2
2024-07-01,京都府,2,22,6,456900,2
2024-07-01,大阪府,8,21,3,483800,8
2024-07-01,兵庫県,6,11,5,444960,6
2024-07-01,奈良県,3,6,3,270950,3
2024-07-01,徳島県,1,2,0,48620,1
2024-07-01,香川県,1,100,19,1300000,1
2024-07-01,愛媛県,1,4,1,84000,1
2024-07-01,福岡県,3,4,0,65340,3
2024-07-01,不明,51,218,93,4792649,47
2024-07-02,北海道,1,3,1,141900,1
2024-07-02,茨城県,1,1,0,26180,1
2024-07-02,埼玉県,1,2,1,94600,1
2024-07-02,千葉県,1,3,0,69300,1
2024-07-02,東京都,7,120,22,597480,7
2024-07-02,神奈川県,1,5,2,119400,1
2024-07-02,石川県,1,2,1,74700,1
2024-07-02,福井県,2,3,1,64210,2
2024-07-02,静岡県,3,4,2,109100,2
2024-07-02,愛知県,7,42,9,897890,6
2024-07-02,三重県,1,2,1,48400,1
2024-07-02,京都府,1,41,8,533000,1
2024-07-02,大阪府,4,7,0,92400,4
2024-07-02,兵庫県,1,2,1,61600,1
2024-07-02,奈良県,1,2,1,32300,1
2024-07-02,和歌山県,4,25,10,531880,4
2024-07-02,鳥取県,1,4,1,105600,1
2024-07-02,広島県,1,2,1,82900,1
2024-07-02,徳島県,1,1,1,49500,1
2024-07-02,香川県,1,100,18,1300000,1
2024-07-02,愛媛県,1,2,1,44400,1
2024-07-02,高知県,2,5,2,134200,2
2024-07-02,福岡県,4,5,0,188650,2
2024-07-02,大分県,2,4,2,98600,2
2024-07-02,宮崎県,1,2,1,50000,1
2024-07-02,不明,60,223,79,3524675,51
2024-07-03,群馬県,1,10,3,274100,1
2024-07-03,埼玉県,3,4,0,108680,3
2024-07-03,千葉県,2,4,2,156800,2
2024-07-03,東京都,2,11,2,307950,2
2024-07-03,神奈川県,4,8,1,197640,4
2024-07-03,富山県,1,2,1,50600,1
2024-07-03,石川県,1,2,1,52550,1
2024-07-03,福井県,2,25,2,301540,4
2024-07-03,長野県,1,2,1,47400,1
2024-07-03,岐阜県,1,12,3,171600,1
2024-07-03,静岡県,2,26,9,608300,2
2024-07-03,愛知県,3,23,12,703540,3
2024-07-03,三重県,2,7,1,161700,2
2024-07-03,滋賀県,2,3,0,101200,2
2024-07-03,京都府,3,5,1,305800,3
2024-07-03,大阪府,3,7,1,318200,3
2024-07-03,兵庫県,5,49,5,684050,5
2024-07-03,和歌山県,1,21,4,372750,1
2024-07-03,鳥取県,1,1,0,30800,1
2024-07-03,山口県,1,3,1,63000,1
2024-07-03,香川県,3,104,19,1399460,3
2024-07-03,福岡県,1,9,1,311850,1
2024-07-03,不明,39,169,72,2782124,40
2024-07-04,栃木県,1,2,1,154300,1
2024-07-04,千葉県,2,6,2,226900,2
2024-07-04,東京都,9,33,18,1331610,8
2024-07-04,神奈川県,1,1,0,9900,1
2024-07-04,富山県,2,4,1,108100,2
2024-07-04,石川県,5,11,3,255960,4
2024-07-04,福井県,2,2,0,24200,2
2024-07-04,山梨県,1,11,5,326700,1
2024-07-04,長野県,2,4,0,108680,2
2024-07-04,岐阜県,2,4,2,98000,2
2024-07-04,静岡県,2,3,1,57090,2
2024-07-04,愛知県,10,17,4,345630,8
2024-07-04,三重県,4,10,4,412800,3
2024-07-04,滋賀県,1,2,1,53100,1
2024-07-04,京都府,2,7,1,159810,2
2024-07-04,大阪府,3,9,2,511720,3
2024-07-04,兵庫県,7,183,38,3036980,7
2024-07-04,奈良県,4,15,6,402750,4
2024-07-04,和歌山県,1,2,1,55300,1
2024-07-04,岡山県,1,4,1,79500,1
2024-07-04,広島県,4,8,3,194640,3
2024-07-04,山口県,1,2,1,57200,1
2024-07-04,香川県,3,7,3,161700,3
2024-07-04,愛媛県,2,7,2,116600,2
2024-07-04,高知県,1,2,1,50900,1
2024-07-04,不明,61,245,82,4168204,55
2024-07-05,北海道,4,8,0,132000,4
2024-07-05,栃木県,2,2,1,114700,1
2024-07-05,埼玉県,12,61,13,1584611,12
2024-07-05,千葉県,4,7,3,253900,3
2024-07-05,東京都,7,127,37,3281030,6
2024-07-05,神奈川県,5,7,0,86900,5
2024-07-05,富山県,1,2,0,44550,1
2024-07-05,石川県,3,17,4,459030,3
2024-07-05,福井県,13,23,2,596400,13
2024-07-05,山梨県,1,4,1,88000,1
2024-07-05,長野県,3,7,2,155000,3
2024-07-05,静岡県,8,16,5,415100,8
2024-07-05,愛知県,13,82,18,1743000,13
2024-07-05,三重県,9,93,20,2083615,9
2024-07-05,滋賀県,8,15,3,342300,8
2024-07-05,大阪府,8,16,5,403475,8
2024-07-05,兵庫県,13,116,13,1651000,13
2024-07-05,奈良県,3,7,3,241250,3
2024-07-05,和歌山県,4,12,4,386848,4
2024-07-05,島根県,2,38,8,829700,2
2024-07-05,岡山県,1,4,1,88000,1
2024-07-05,広島県,0,4,1,64980,0
2024-07-05,山口県,1,7,2,140000,1
2024-07-05,徳島県,1,3,1,74250,1
2024-07-05,香川県,4,8,3,137830,4
2024-07-05,愛媛県,1,7,3,207900,1
2024-07-05,高知県,1,3,1,122100,1
2024-07-05,福岡県,1,2,1,48400,1
2024-07-05,鹿児島県,1,43,13,1139450,1
2024-07-05,沖縄県,1,3,1,86130,1
2024-07-05,不明,92,344,95,5784596,90
2024-07-06,あわら市,1,11,2,110000,1
2024-07-06,北海道,1,2,1,145200,1
2024-07-06,岩手県,1,2,1,59700,1
2024-07-06,栃木県,1,6,2,368300,1
2024-07-06,群馬県,4,8,2,321970,4
2024-07-06,千葉県,1,6,3,209900,1
2024-07-06,東京都,6,38,16,1546500,6
2024-07-06,神奈川県,2,3,1,92370,2
2024-07-06,新潟県,1,5,1,115150,1
2024-07-06,富山県,5,13,0,346940,5
2024-07-06,石川県,9,89,35,2781573,9
2024-07-06,福井県,5,10,3,206590,6
2024-07-06,山梨県,2,5,2,196500,2
2024-07-06,長野県,5,20,0,561000,5
2024-07-06,岐阜県,6,12,4,524060,6
2024-07-06,静岡県,6,15,6,562990,6
2024-07-06,愛知県,21,84,23,2586560,19
2024-07-06,三重県,5,13,1,329310,5
2024-07-06,滋賀県,3,9,2,258780,3
2024-07-06,京都府,6,10,1,266117,6
2024-07-06,大阪府,9,29,7,804320,7
2024-07-06,兵庫県,12,43,14,1411040,12
2024-07-06,奈良県,5,10,4,360020,5
2024-07-06,和歌山県,6,17,4,564290,6
2024-07-06,鳥取県,2,4,2,206800,2
2024-07-06,岡山県,2,7,2,264000,2
2024-07-06,香川県,7,30,11,1057320,7
2024-07-06,愛媛県,2,11,3,305800,2
2024-07-06,不明,108,510,129,9887367,108
2024-07-07,宮城県,1,2,0,50600,1
2024-07-07,埼玉県,3,3,0,53790,2
2024-07-07,千葉県,1,1,0,49555,1
2024-07-07,東京都,9,16,4,390110,9
2024-07-07,神奈川県,3,8,5,184360,3
2024-07-07,富山県,3,7,2,249710,3
2024-07-07,石川県,5,10,3,321350,5
2024-07-07,福井県,7,17,5,417160,7
2024-07-07,長野県,2,4,2,139200,2
2024-07-07,岐阜県,5,8,4,254485,4
2024-07-07,静岡県,5,10,4,315780,4
2024-07-07,愛知県,17,132,37,3030156,17
2024-07-07,三重県,2,4,2,123750,2
2024-07-07,滋賀県,9,48,11,965140,9
2024-07-07,京都府,3,7,1,258940,3
2024-07-07,大阪府,5,17,4,426460,5
2024-07-07,兵庫県,11,27,9,664050,11
2024-07-07,奈良県,3,5,1,124980,3
2024-07-07,和歌山県,5,10,4,251830,4
2024-07-07,鳥取県,1,2,1,88000,1
2024-07-07,岡山県,5,15,6,455585,5
2024-07-07,香川県,4,11,5,342100,4
2024-07-07,愛媛県,2,3,2,58300,2
2024-07-07,高知県,2,5,2,163840,2
2024-07-07,佐賀県,1,1,1,30800,1
2024-07-07,長崎県,1,6,1,148500,1
2024-07-07,不明,100,369,103,6673206,94
2024-07-08,北海道,1,1,0,30800,1
2024-07-08,埼玉県,2,5,1,84370,2
2024-07-08,千葉県,1,2,0,26400,1
2024-07-08,東京都,5,16,5,252320,5
2024-07-08,神奈川県,1,3,1,158850,1
2024-07-08,富山県,4,7,1,186934,4
2024-07-08,石川県,2,4,2,113790,2
2024-07-08,山梨県,1,2,0,80410,1
2024-07-08,長野県,1,2,1,44000,1
2024-07-08,岐阜県,2,6,2,172590,2
2024-07-08,静岡県,3,12,4,302740,3
2024-07-08,愛知県,10,18,5,461670,10
2024-07-08,三重県,1,3,1,105600,1
2024-07-08,滋賀県,1,2,0,42900,1
2024-07-08,京都府,2,3,0,45100,2
2024-07-08,大阪府,3,5,0,166375,3
2024-07-08,兵庫県,2,4,1,126700,2
2024-07-08,奈良県,1,3,1,83370,1
2024-07-08,和歌山県,2,6,3,181100,2
2024-07-08,鳥取県,1,14,3,231000,1
2024-07-08,岡山県,2,3,2,113600,2
2024-07-08,広島県,1,4,1,91520,1
2024-07-08,徳島県,1,2,1,75240,1
2024-07-08,愛媛県,2,5,1,119790,2
2024-07-08,高知県,1,2,1,55000,1
2024-07-08,鹿児島県,1,15,6,280500,1
2024-07-08,不明,54,205,58,2975281,50
2024-07-09,埼玉県,1,2,1,55000,1
2024-07-09,東京都,3,6,1,134200,3
2024-07-09,富山県,2,4,2,253300,2
2024-07-09,福井県,4,14,6,235585,4
2024-07-09,岐阜県,1,2,1,48400,1
2024-07-09,静岡県,2,2,1,52800,1
2024-07-09,愛知県,5,9,2,379610,5
2024-07-09,三重県,6,26,9,583620,6
2024-07-09,滋賀県,2,6,1,109650,2
2024-07-09,京都府,1,21,5,395850,1
2024-07-09,大阪府,2,5,0,105600,2
2024-07-09,兵庫県,3,18,5,360500,3
2024-07-09,奈良県,1,2,1,79500,1
2024-07-09,和歌山県,4,35,11,675320,4
2024-07-09,岡山県,1,2,1,54000,1
2024-07-09,広島県,1,2,1,46200,1
2024-07-09,香川県,4,10,4,299200,4
2024-07-09,高知県,1,2,1,40480,1
2024-07-09,不明,60,248,75,3963989,55
2024-07-10,群馬県,1,4,1,167200,1
2024-07-10,千葉県,1,2,0,46200,1
2024-07-10,東京都,3,7,2,197230,3
2024-07-10,福井県,1,32,4,354150,2
2024-07-10,山梨県,1,2,1,99000,1
2024-07-10,岐阜県,3,5,0,160050,3
2024-07-10,静岡県,1,5,1,139040,1
2024-07-10,愛知県,8,17,4,419450,7
2024-07-10,滋賀県,4,9,3,252780,4
2024-07-10,大阪府,4,5,0,71510,3
2024-07-10,兵庫県,7,78,22,1791470,6
2024-07-10,広島県,1,2,1,90200,1
2024-07-10,徳島県,1,2,0,57200,1
2024-07-10,香川県,4,11,4,264660,4
2024-07-10,熊本県,1,1,1,28600,1
2024-07-10,鹿児島県,2,2,1,94600,1
2024-07-10,不明,57,213,62,3378409,54
2024-07-11,北海道,1,2,1,58490,1
2024-07-11,栃木県,1,1,0,27170,1
2024-07-11,埼玉県,3,5,2,201750,2
2024-07-11,千葉県,2,4,3,63800,2
2024-07-11,東京都,11,16,3,377390,8
2024-07-11,石川県,4,12,6,438390,4
2024-07-11,福井県,2,33,7,610550,2
2024-07-11,長野県,2,2,1,48400,1
2024-07-11,岐阜県,3,7,2,241200,2
2024-07-11,静岡県,9,34,11,780300,9
2024-07-11,愛知県,7,49,16,1180985,7
2024-07-11,三重県,2,5,2,134500,2
2024-07-11,滋賀県,5,9,2,312510,5
2024-07-11,京都府,2,7,2,216760,2
2024-07-11,大阪府,16,101,10,1646280,15
2024-07-11,兵庫県,5,62,15,1155970,5
2024-07-11,奈良県,5,10,3,248930,5
2024-07-11,和歌山県,1,5,1,99750,1
2024-07-11,鳥取県,1,2,1,50600,1
2024-07-11,島根県,1,1,1,12650,1
2024-07-11,岡山県,2,3,2,111385,2
2024-07-11,広島県,2,4,2,140800,2
2024-07-11,徳島県,2,3,1,60390,2
2024-07-11,香川県,3,7,3,150590,3
2024-07-11,福岡県,1,2,1,44000,1
2024-07-11,鹿児島県,0,2,1,94600,0
2024-07-11,沖縄県,2,1,0,22000,1
2024-07-11,不明,38,198,106,6292137,35
2024-07-12,北海道,2,2,2,16500,2
2024-07-12,茨城県,3,7,1,181100,3
2024-07-12,群馬県,1,2,1,76200,1
2024-07-12,埼玉県,3,7,1,215390,3
2024-07-12,千葉県,6,7,3,172615,5
2024-07-12,東京都,19,45,17,1285545,17
2024-07-12,神奈川県,2,3,1,108680,2
2024-07-12,富山県,5,13,3,312150,5
2024-07-12,石川県,2,11,3,307800,2
2024-07-12,福井県,5,12,4,484250,5
2024-07-12,山梨県,1,2,1,72900,1
2024-07-12,長野県,1,5,1,84700,1
2024-07-12,岐阜県,9,36,10,1020330,9
2024-07-12,静岡県,2,4,2,137450,2
2024-07-12,愛知県,15,29,4,730650,15
2024-07-12,三重県,1,4,2,180000,1
2024-07-12,滋賀県,3,6,1,146600,3
2024-07-12,京都府,1,4,1,19800,1
2024-07-12,大阪府,13,25,6,909360,12
2024-07-12,兵庫県,12,222,28,3293330,11
2024-07-12,奈良県,1,3,1,115950,1
2024-07-12,鳥取県,1,2,1,48400,1
2024-07-12,岡山県,5,14,5,442200,5
2024-07-12,広島県,2,8,3,194480,2
2024-07-12,徳島県,2,5,2,133100,2
2024-07-12,香川県,8,16,8,480280,8
2024-07-12,愛媛県,4,8,4,235400,4
2024-07-12,高知県,1,2,1,48400,1
2024-07-12,宮崎県,1,3,1,77300,1
2024-07-12,鹿児島県,2,45,13,1190930,2
2024-07-12,沖縄県,0,1,0,23100,0
2024-07-12,不明,103,439,119,7361476,101
2024-07-13,兵庫県　福井県,1,2,1,37400,1
2024-07-13,北海道,1,4,1,314320,1
2024-07-13,岩手県,1,2,0,61600,1
2024-07-13,山形県,1,4,1,74800,1
2024-07-13,福島県,1,2,1,79500,1
2024-07-13,茨城県,3,5,2,188375,3
2024-07-13,群馬県,3,6,3,157600,3
2024-07-13,埼玉県,6,10,3,289300,6
2024-07-13,千葉県,5,13,5,436470,4
2024-07-13,東京都,15,49,13,1717320,13
2024-07-13,神奈川県,10,25,9,640700,9
2024-07-13,新潟県,3,5,1,217150,2
2024-07-13,富山県,7,18,6,769287,7
2024-07-13,石川県,2,6,2,229680,2
2024-07-13,福井県,8,30,9,925860,7
2024-07-13,長野県,5,15,3,567100,5
2024-07-13,岐阜県,10,26,7,1003200,8
2024-07-13,静岡県,15,48,16,1771420,14
2024-07-13,愛知県,24,50,20,1713040,18
2024-07-13,三重県,10,23,8,771750,9
2024-07-13,滋賀県,5,12,4,426700,5
2024-07-13,京都府,7,26,9,944200,7
2024-07-13,大阪府,22,59,13,1694560,21
2024-07-13,兵庫県,26,79,28,2582218,23
2024-07-13,奈良県,7,20,6,740490,7
2024-07-13,和歌山県,9,21,8,818230,9
2024-07-13,島根県,2,23,7,530000,2
2024-07-13,岡山県,5,13,5,408100,5
2024-07-13,山口県,1,2,1,79200,1
2024-07-13,徳島県,3,16,4,557350,3
2024-07-13,香川県,8,20,8,664000,7
2024-07-13,愛媛県,7,48,12,1346000,7
2024-07-13,福岡県,5,8,0,221870,5
2024-07-13,鹿児島県,1,5,1,181500,1
2024-07-13,不明,141,745,184,14783020,122
2024-07-14,茨城県,1,2,1,105900,1
2024-07-14,栃木県,1,3,1,119250,1
2024-07-14,群馬県,2,4,2,145940,2
2024-07-14,埼玉県,9,20,8,861100,9
2024-07-14,千葉県,5,10,2,292900,5
2024-07-14,東京都,17,70,24,3591860,17
2024-07-14,神奈川県,4,18,6,292515,4
2024-07-14,新潟県,1,5,2,221450,1
2024-07-14,富山県,2,5,1,137500,2
2024-07-14,石川県,3,15,4,310950,3
2024-07-14,福井県,12,46,12,1282900,12
2024-07-14,山梨県,2,6,1,166400,2
2024-07-14,長野県,7,25,6,931850,7
2024-07-14,岐阜県,2,8,2,347050,2
2024-07-14,静岡県,14,52,15,1942320,14
2024-07-14,愛知県,21,68,26,2078710,19
2024-07-14,三重県,8,27,7,802925,8
2024-07-14,滋賀県,4,8,2,280190,4
2024-07-14,京都府,11,34,11,1007250,11
2024-07-14,大阪府,21,61,21,2236175,21
2024-07-14,兵庫県,19,102,24,2736720,19
2024-07-14,奈良県,6,12,3,385050,6
2024-07-14,和歌山県,1,2,1,42700,1
2024-07-14,鳥取県,4,11,4,421300,4
2024-07-14,岡山県,4,12,5,353800,4
2024-07-14,広島県,2,4,2,159000,2
2024-07-14,徳島県,1,3,1,95700,1
2024-07-14,香川県,7,34,10,1105400,7
2024-07-14,愛媛県,4,12,4,412500,3
2024-07-14,高知県,1,4,1,114400,1
2024-07-14,福岡県,1,3,1,157410,1
2024-07-14,熊本県,1,2,1,114700,1
2024-07-14,大分県,1,2,1,65000,1
2024-07-14,鹿児島県,1,2,1,107800,1
2024-07-14,不明,118,607,144,12174353,118
2024-07-15,三国町,1,6,2,105600,1
2024-07-15,北海道,1,2,1,121000,1
2024-07-15,埼玉県,2,5,2,148590,2
2024-07-15,千葉県,7,16,4,517450,7
2024-07-15,東京都,11,37,13,1391990,9
2024-07-15,神奈川県,2,4,1,105240,2
2024-07-15,新潟県,1,2,1,41800,1
2024-07-15,富山県,5,10,3,327300,5
2024-07-15,石川県,5,14,6,379450,5
2024-07-15,福井県,4,77,11,1476635,5
2024-07-15,長野県,3,4,0,129030,2
2024-07-15,岐阜県,3,4,0,133100,3
2024-07-15,静岡県,2,7,2,165710,2
2024-07-15,愛知県,4,11,4,240990,4
2024-07-15,三重県,5,43,13,813160,4
2024-07-15,滋賀県,5,13,4,444825,5
2024-07-15,京都府,2,5,2,137150,2
2024-07-15,大阪府,10,22,7,707890,10
2024-07-15,兵庫県,4,12,2,249160,4
2024-07-15,奈良県,3,7,3,231580,3
2024-07-15,和歌山県,1,2,1,45540,1
2024-07-15,鳥取県,1,4,2,94800,1
2024-07-15,島根県,1,2,1,55440,1
2024-07-15,岡山県,3,6,3,228360,3
2024-07-15,広島県,1,1,1,59550,1
2024-07-15,山口県,3,5,0,99110,3
2024-07-15,香川県,2,6,2,129150,2
2024-07-15,愛媛県,0,2,1,85800,0
2024-07-15,高知県,1,3,1,37950,1
2024-07-15,福岡県,1,3,1,66000,1
2024-07-15,熊本県,1,2,1,105600,1
2024-07-15,沖縄県,1,3,1,69300,1
2024-07-15,不明,71,324,95,5509886,69
2024-07-16,福島県,1,1,1,0,1
2024-07-16,茨城県,1,2,0,57200,1
2024-07-16,栃木県,1,4,0,89760,1
2024-07-16,埼玉県,1,2,1,99000,1
2024-07-16,東京都,0,24,10,875710,0
2024-07-16,神奈川県,1,1,1,44700,1
2024-07-16,富山県,1,2,0,42900,1
2024-07-16,福井県,4,114,19,2735520,4
2024-07-16,山梨県,1,4,1,74440,1
2024-07-16,長野県,3,10,2,287920,3
2024-07-16,岐阜県,3,8,2,180900,3
2024-07-16,静岡県,4,10,4,245600,4
2024-07-16,愛知県,11,20,4,445280,9
2024-07-16,三重県,3,9,4,177980,3
2024-07-16,滋賀県,1,2,1,103000,1
2024-07-16,京都府,4,9,1,242880,4
2024-07-16,大阪府,3,8,2,311220,3
2024-07-16,兵庫県,3,6,1,184110,3
2024-07-16,奈良県,1,2,1,138600,1
2024-07-16,和歌山県,1,2,1,56500,1
2024-07-16,岡山県,3,8,2,180990,3
2024-07-16,山口県,2,4,2,121000,2
2024-07-16,香川県,3,6,2,216800,2
2024-07-16,愛媛県,3,6,4,182760,3
2024-07-16,不明,43,149,44,2365244,39
2024-07-17,北海道,4,4,0,111100,2
2024-07-17,宮城県,3,4,1,99520,2
2024-07-17,茨城県,2,1,0,8910,1
2024-07-17,群馬県,1,2,0,43560,1
2024-07-17,埼玉県,5,9,4,271690,5
2024-07-17,千葉県,1,3,0,90750,1
2024-07-17,東京都,3,24,10,848100,2
2024-07-17,神奈川県,1,6,3,145110,1
2024-07-17,富山県,5,11,3,265695,5
2024-07-17,福井県,0,15,0,15000,1
2024-07-17,長野県,1,7,1,169295,1
2024-07-17,岐阜県,2,4,2,98420,2
2024-07-17,愛知県,9,20,2,573817,9
2024-07-17,三重県,1,2,0,57200,1
2024-07-17,滋賀県,1,2,0,46200,1
2024-07-17,京都府,4,93,21,1572350,4
2024-07-17,大阪府,5,10,4,293750,5
2024-07-17,兵庫県,11,126,12,1550740,11
2024-07-17,奈良県,1,6,1,139700,1
2024-07-17,鳥取県,1,25,4,412500,1
2024-07-17,岡山県,1,2,1,52800,1
2024-07-17,香川県,1,4,2,111200,1
2024-07-17,愛媛県,1,1,1,30800,1
2024-07-17,不明,49,161,57,3041769,47
2024-07-18,北海道,2,6,2,187480,2
2024-07-18,宮城県,0,2,0,37620,0
2024-07-18,茨城県,0,1,0,8910,0
2024-07-18,群馬県,1,2,1,77300,1
2024-07-18,埼玉県,1,2,0,42900,1
2024-07-18,千葉県,3,5,2,212380,3
2024-07-18,東京都,7,31,13,1070240,5
2024-07-18,神奈川県,7,10,2,313960,4
2024-07-18,富山県,2,7,2,108195,2
2024-07-18,石川県,5,10,2,222620,5
2024-07-18,福井県,4,85,21,1889670,4
2024-07-18,岐阜県,2,4,0,115610,2
2024-07-18,静岡県,2,43,20,1441750,2
2024-07-18,愛知県,10,17,5,411750,9
2024-07-18,三重県,3,7,3,295100,3
2024-07-18,滋賀県,1,2,1,138600,1
2024-07-18,京都府,2,6,1,121740,2
2024-07-18,大阪府,7,14,4,315270,7
2024-07-18,兵庫県,3,133,24,2193400,3
2024-07-18,奈良県,4,11,3,303150,4
2024-07-18,鳥取県,1,4,1,93000,1
2024-07-18,岡山県,6,14,4,215600,4
